task	style	model	run	emitted	graded	out_tokens	diff_lines
001-wrap-dispatch-in-else	braceless	aya-expanse:8b	6	nonconform	FAIL_COMPILE	68	13
001-wrap-dispatch-in-else	braces	aya-expanse:8b	1	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	aya-expanse:8b	2	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	aya-expanse:8b	3	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	aya-expanse:8b	4	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	aya-expanse:8b	5	conform	PASS	77	12
001-wrap-dispatch-in-else	braces	aya-expanse:8b	6	conform	PASS	77	12
001-wrap-dispatch-in-else	common	aya-expanse:8b	1	na	PASS	77	16
001-wrap-dispatch-in-else	common	aya-expanse:8b	2	na	PASS	77	16
001-wrap-dispatch-in-else	common	aya-expanse:8b	3	na	PASS	77	16
001-wrap-dispatch-in-else	common	aya-expanse:8b	4	na	PASS	77	16
001-wrap-dispatch-in-else	common	aya-expanse:8b	5	na	PASS	77	16
001-wrap-dispatch-in-else	common	aya-expanse:8b	6	na	PASS	77	16
002-wrap-scan-medium	braceless	aya-expanse:8b	1	nonconform	FAIL_COMPILE	54	11
002-wrap-scan-medium	braceless	aya-expanse:8b	2	nonconform	FAIL_COMPILE	100	24
002-wrap-scan-medium	braceless	aya-expanse:8b	3	nonconform	FAIL_COMPILE	99	21
002-wrap-scan-medium	braceless	aya-expanse:8b	4	nonconform	FAIL_COMPILE	106	24
002-wrap-scan-medium	braceless	aya-expanse:8b	5	nonconform	FAIL_COMPILE	99	21
002-wrap-scan-medium	braceless	aya-expanse:8b	6	nonconform	FAIL_COMPILE	99	21
002-wrap-scan-medium	braces	aya-expanse:8b	1	conform	PASS	107	20
002-wrap-scan-medium	braces	aya-expanse:8b	2	conform	PASS	107	20
002-wrap-scan-medium	braces	aya-expanse:8b	3	conform	PASS	107	20
002-wrap-scan-medium	braces	aya-expanse:8b	4	conform	PASS	104	18
002-wrap-scan-medium	braces	aya-expanse:8b	5	conform	PASS	107	20
002-wrap-scan-medium	braces	aya-expanse:8b	6	conform	PASS	104	18
002-wrap-scan-medium	common	aya-expanse:8b	1	na	FAIL_MISSCOPE	99	21
002-wrap-scan-medium	common	aya-expanse:8b	2	na	PASS	107	24
002-wrap-scan-medium	common	aya-expanse:8b	3	na	PASS	107	24
002-wrap-scan-medium	common	aya-expanse:8b	4	na	PASS	107	24
002-wrap-scan-medium	common	aya-expanse:8b	5	na	PASS	107	24
002-wrap-scan-medium	common	aya-expanse:8b	6	na	PASS	107	24
003-wrap-scan-large	braceless	aya-expanse:8b	1	nonconform	FAIL_COMPILE	152	28
003-wrap-scan-large	braceless	aya-expanse:8b	2	nonconform	FAIL_COMPILE	145	34
003-wrap-scan-large	braceless	aya-expanse:8b	3	nonconform	FAIL_COMPILE	131	30
003-wrap-scan-large	braceless	aya-expanse:8b	4	nonconform	FAIL_COMPILE	55	17
003-wrap-scan-large	braceless	aya-expanse:8b	5	nonconform	FAIL_COMPILE	144	31
003-wrap-scan-large	braceless	aya-expanse:8b	6	nonconform	FAIL_COMPILE	134	30
003-wrap-scan-large	braces	aya-expanse:8b	1	conform	PASS	146	30
003-wrap-scan-large	braces	aya-expanse:8b	2	conform	PASS	146	30
003-wrap-scan-large	braces	aya-expanse:8b	3	conform	PASS	146	30
003-wrap-scan-large	braces	aya-expanse:8b	4	conform	PASS	146	30
003-wrap-scan-large	braces	aya-expanse:8b	5	conform	PASS	146	30
003-wrap-scan-large	braces	aya-expanse:8b	6	conform	PASS	146	30
003-wrap-scan-large	common	aya-expanse:8b	1	na	FAIL_MISSCOPE	144	31
003-wrap-scan-large	common	aya-expanse:8b	2	na	PASS	146	34
003-wrap-scan-large	common	aya-expanse:8b	3	na	PASS	146	34
003-wrap-scan-large	common	aya-expanse:8b	4	na	PASS	146	34
003-wrap-scan-large	common	aya-expanse:8b	5	na	PASS	146	34
003-wrap-scan-large	common	aya-expanse:8b	6	na	PASS	146	34
001-wrap-dispatch-in-else	braceless	opus-4.8	1	conform	PASS	74	14
001-wrap-dispatch-in-else	braceless	opus-4.8	2	conform	PASS	74	14
001-wrap-dispatch-in-else	braceless	opus-4.8	3	conform	PASS	74	14
001-wrap-dispatch-in-else	braces	opus-4.8	1	conform	PASS	77	15
001-wrap-dispatch-in-else	braces	opus-4.8	2	conform	PASS	77	15
001-wrap-dispatch-in-else	braces	opus-4.8	3	conform	PASS	77	15
001-wrap-dispatch-in-else	common	opus-4.8	1	na	PASS	74	14
001-wrap-dispatch-in-else	common	opus-4.8	2	na	PASS	74	14
001-wrap-dispatch-in-else	common	opus-4.8	3	na	PASS	74	14
002-wrap-scan-medium	braceless	opus-4.8	1	conform	PASS	103	20
002-wrap-scan-medium	braceless	opus-4.8	2	conform	PASS	103	20
002-wrap-scan-medium	braceless	opus-4.8	3	conform	PASS	103	20
002-wrap-scan-medium	braces	opus-4.8	1	conform	PASS	104	21
002-wrap-scan-medium	braces	opus-4.8	2	conform	PASS	104	21
002-wrap-scan-medium	braces	opus-4.8	3	conform	PASS	104	21
002-wrap-scan-medium	common	opus-4.8	1	na	PASS	105	22
002-wrap-scan-medium	common	opus-4.8	2	na	PASS	103	20
002-wrap-scan-medium	common	opus-4.8	3	na	PASS	103	20
003-wrap-scan-large	braceless	opus-4.8	1	conform	PASS	152	30
003-wrap-scan-large	braceless	opus-4.8	2	conform	PASS	152	30
003-wrap-scan-large	braceless	opus-4.8	3	conform	PASS	152	30
003-wrap-scan-large	braces	opus-4.8	1	conform	PASS	149	31
003-wrap-scan-large	braces	opus-4.8	2	conform	PASS	149	31
003-wrap-scan-large	braces	opus-4.8	3	conform	PASS	149	31
003-wrap-scan-large	common	opus-4.8	1	na	PASS	152	30
003-wrap-scan-large	common	opus-4.8	2	na	PASS	152	30
003-wrap-scan-large	common	opus-4.8	3	na	PASS	152	30
